消防栓编号,施工地址或工程编号,工程编号,安装日期,所属公司,消防栓口径,样式,本点号,地面高程,横坐标,纵坐标,管理单位,所属区县,录入人员,录入时间,目前状况,备注,设备类别,关键字,设备类型,埋设深度,管顶高程,材质,所在道路
929, ,,,,100,,J69063156261,4.883,509448.736,2546561.918,,禅城区,,,, ,XHS,5731905,消防栓,0,4.883, ,石湾区弼塘路东二街18号门侧                                  
930, ,,,,100,,J69063156280,3.64,509439.486,2546699.251,,禅城区,,,, ,XHS,5731906,消防栓,0,3.64, ,石湾区弼塘路东二街21号对面                                  
931, ,,,,100,,J69063156348,3.807,509579.221,2546568.838,,禅城区,,,, ,XHS,5731907,消防栓,0,3.807, ,石湾区清水二街13号对面                                      
932, ,,,,100,,J68963156372,3.64,509621.848,2546494.52,,禅城区,,,, ,XHS,5731908,消防栓,0,3.64, ,石湾区清水路二街19巷门前                                    
934, ,,,,100,,J68763056426,4.019,509289.131,2546109.049,,禅城区,,,, ,XHS,5731910,消防栓,0,4.019, ,石湾区季华西路河岩陶瓷批发市场门口对面                      
936, ,,,,100,,J68963156491,3.489,509582.17,2546343.179,,禅城区,,,, ,XHS,5731911,消防栓,0,3.489, ,石湾区季华西路天天食为先西北侧                              
233, ,,,,100,,J7096391874,2.939,511553.86,2550348.918,,禅城区,,,, ,XHS,5731306,消防栓,0,2.939, ,河滨路佛山水泵厂大门口对面                                  
234, ,,,,100,,J7086371888,2.527,510912.071,2550169.701,,禅城区,,,, ,XHS,5731307,消防栓,0,2.527, ,文沙大桥市塑料二厂东南侧(红日百货对面)                      
235, ,,,,100,,J7086381906,3.455,511233.696,2550228.286,,禅城区,,,, ,XHS,5731308,消防栓,0,3.455, ,                                                            
236, ,,,,100,,J7096381922,2.976,511236.89,2550445.611,,禅城区,,,, ,XHS,5731309,消防栓,0,2.976, ,货站路佛山水泵厂有限公司员工宿舍对面                        
237, ,,,,100,,J7066361959,3.157,510660.693,2549835.494,,禅城区,,,, ,XHS,5731310,消防栓,0,3.157, ,汾江北路立交桥中山公园牌坊边                                
238, ,,,,100,,J711632198,2.66,509741.15,2550917.811,,禅城区,,,, ,XHS,5731311,消防栓,0,2.66, ,佛山大道收费站西侧（乐城南区二路2号                         
239, ,,,,100,,J70663226,5.82,509625.231,2549931.327,,禅城区,,,, ,XHS,5731312,消防栓,0,5.82, ,佛罗路34号大门对面(朝阳汽车修理厂南边)                      
241, ,,,,100,,J70963341016,4.155,509869.395,2550416.549,,禅城区,,,, ,XHS,5731314,消防栓,0,4.155, ,佛山火车站公司北门对面                                      
242, ,,,,100,,J70963241046,2.97,509659.581,2550413.769,,禅城区,,,, ,XHS,5731315,消防栓,0,2.97, ,佛山大道北路汽车城门口侧                                    
243, ,,,,100,,J70864041083,2.501,511836.038,2550219.585,,禅城区,,,, ,XHS,5731316,消防栓,0,2.501, ,文沙路第一中学门口对面                                      
244, ,,,,100,,J70864041109,4.458,511715.918,2550249.232,,禅城区,,,, ,XHS,5731317,消防栓,0,4.458, ,文沙路第二人民医院门口                                      
246, ,,,,100,,J70764241398,2.79,512113.807,2550084.364,,禅城区,,,, ,XHS,5731319,消防栓,0,2.79, ,文庆路文沙东四街12座西侧                                    
247, ,,,,100,,J70764141408,2.943,512098.687,2549955.626,,禅城区,,,, ,XHS,5731320,消防栓,0,2.943, ,文庆路彩虹新村西侧                                          
248, ,,,,100,,J70664241418,3.076,512115.112,2549860.39,,禅城区,,,, ,XHS,5731321,消防栓,0,3.076, ,文庆路彩虹新村门口侧                                        
249, ,,,,100,,J70564141424,4.414,512039.179,2549624.539,,禅城区,,,, ,XHS,5731322,消防栓,0,4.414, ,文庆路文庆加油站对面                                        
250, ,,,,50,,J70564141512,1.76,511965.48,2549633.974,,禅城区,,,, ,XHS,5731323,消防栓,0,1.76, ,文庆路田边村339号3排102号门口                               
251, ,,,,50,,J70664141619,3.614,511872.402,2549762.63,,禅城区,,,, ,XHS,5731324,消防栓,0,3.614, ,田园街2号2梯口                                              
252, ,,,,100,,J70664041655,4.653,511794.923,2549771.166,,禅城区,,,, ,XHS,5731325,消防栓,0,4.653, ,文沙路19号西南十字巷口                                      
510, ,,,,100,,J692634B4399,2.872,510154.455,2546954.695,,禅城区,,,, ,XHS,5731601,消防栓,0,2.872, ,同济西路9号之一南侧                                         
511, ,,,,100,,J691634B4418,2.186,510361.419,2546910.257,,禅城区,,,, ,XHS,5731602,消防栓,0,2.186, ,同济路1号门口                                               
513, ,,,,100,,J690634B4511,2.421,510375.928,2546698.936,,禅城区,,,, ,XHS,5731604,消防栓,0,2.421, ,同季街8号东侧                                               
453, ,,,,65,,J696635B31782,-1.603,510394.092,2547777.094,,禅城区,,,, ,XHS,5731605,消防栓,0,-1.603, ,城门头路下沉广场西侧                                        
454, ,,,,100,,J696634B31867,2.133,510197.104,2547861.522,,禅城区,,,, ,XHS,5731606,消防栓,0,2.133, ,城门西路2号之一                                             
455, ,,,,100,,J696634B31906,2.249,510141.936,2547768.178,,禅城区,,,, ,XHS,5731607,消防栓,0,2.249, ,城门头西路5号西侧                                           
456, ,,,,100,,J695634B31941,2.18,510253.361,2547704.653,,禅城区,,,, ,XHS,5731608,消防栓,0,2.18, ,汾江西路中国人民保险公司东侧                                
457, ,,,,100,,J695634B31959,2.351,510179.875,2547637.004,,禅城区,,,, ,XHS,5731609,消防栓,0,2.351, ,汾江西路金银酒店对面                                        
458, ,,,,100,,J694635B320,3.089,510451.047,2547522.869,,禅城区,,,, ,XHS,5731610,消防栓,0,3.089, ,汾江中路佛山宾馆门口                                        
459, ,,,,100,,J695634B3280,2.346,510246.303,2547615.318,,禅城区,,,, ,XHS,5731611,消防栓,0,2.346, ,汾江西路7号东侧                                             
460, ,,,,100,,J696633B32983,2.194,510095.925,2547932.163,,禅城区,,,, ,XHS,5731612,消防栓,1,1.194, ,圣堂北街4号                                                 
461, ,,,,100,,J694635B33,3.169,510452.535,2547406,,禅城区,,,, ,XHS,5731613,消防栓,0,3.169, ,汾江中路中国建设银行门口侧                                  
462, ,,,,100,,J695635B331,3.374,510456.623,2547708.9,,禅城区,,,, ,XHS,5731614,消防栓,0,3.374, ,汾江中路金河蛇餐门口南侧                                    
463, ,,,,100,,J694634B3315,3.005,510369.689,2547410.732,,禅城区,,,, ,XHS,5731615,消防栓,0,3.005, ,金城街8号南侧                                               
464, ,,,,100,,J695635B3484,2.391,510425.756,2547660.378,,禅城区,,,, ,XHS,5731616,消防栓,0,2.391, ,汾江中路金城酒店东侧                                        
465, ,,,,100,,J696635B3560,2.618,510516.494,2547799.636,,禅城区,,,, ,XHS,5731617,消防栓,0,2.618, ,城门头路5号                                                 
562, ,,,,100,,J694638B71138,3.519,511226.099,2547473.091,,禅城区,,,, ,XHS,5731619,消防栓,0,3.519, ,卫国路81号北侧                                              
937, ,,,,100,,J68763156512,3.382,509587.219,2546116.653,,禅城区,,,, ,XHS,5731912,消防栓,0,3.382, ,石湾区季华西路华艺建筑装饰材料市场门口                      
938, ,,,,100,,J68862857024,6.04,508649.925,2546158.922,,禅城区,,,, ,XHS,5731913,消防栓,0,6.04, ,石湾季华西路河北大街4号门口                                 
940, ,,,,100,,J687624619,7.993,507763.165,2545969.941,,禅城区,,,, ,XHS,5731915,消防栓,0,7.993, ,石湾区青柯牛奶场3号门右侧                                   
941, ,,,,100,,J687624624,6.79,507771.4,2546105.824,,禅城区,,,, ,XHS,5731916,消防栓,0,6.79, ,石湾区石湾金龙陶瓷厂办公楼下                                
942, ,,,,100,,J6896246193,2.848,507775.179,2546517.25,,禅城区,,,, ,XHS,5731917,消防栓,0,2.848, ,石湾区青柯陶瓷批发市场钻石青柯仓门口侧                      
945, ,,,,100,,J6896266281,3.322,508267.651,2546394.229,,禅城区,,,, ,XHS,5731919,消防栓,0,3.322, ,石湾青柯街10号对面                                          
946, ,,,,65,,J6896266288,3.892,508278.915,2546403.833,,禅城区,,,, ,XHS,5731920,消防栓,0.56,3.332, ,石湾青柯街10号侧                                            
947, ,,,,65,,J6896266345,3.703,508294.557,2546418.837,,禅城区,,,, ,XHS,5731921,消防栓,0,3.703, ,石湾区青柯街十号之一侧                                      
948, ,,,,100,,J6906256426,2.604,508057.424,2546613.617,,禅城区,,,, ,XHS,5731922,消防栓,0,2.604, ,青柯路青柯彩印厂北侧                                        
949, ,,,,100,,J6876256563,4.551,508136.508,2545944.343,,禅城区,,,, ,XHS,5731923,消防栓,0,4.551, ,江湾三路陶瓷世界门口                                        
950, ,,,,100,,J6876246594,12.298,507860.271,2545969.356,,禅城区,,,, ,XHS,5731924,消防栓,0,12.298, ,石湾宝塔路温州城国防基地招待所对面                          
951, ,,,,100,,J6866256664,5.048,508081.551,2545873.436,,禅城区,,,, ,XHS,5731925,消防栓,0,5.048, ,镇中一路东鹏展销部门口侧                                    
952, ,,,,100,,J6876266681,4.395,508290.126,2546069.081,,禅城区,,,, ,XHS,5731926,消防栓,0,4.395, ,江湾路与季华路交叉花园行人道                                
954, ,,,,50,,J69062663507,4.135,508152.188,2546550.041,,禅城区,,,, ,XHS,5731928,消防栓,0,4.135, ,无                                                          
891, ,,,,100,,J6856275133,6.639,508511.244,2545681.664,,禅城区,,,, ,XHS,5731929,消防栓,0,6.639, ,表后                                                        
892, ,,,,100,,J6856275184,7.405,508578.181,2545700.308,,禅城区,,,, ,XHS,5731930,消防栓,0,7.405, ,石湾榴苑路榴苑三街6座东北侧                                 
893, ,,,,100,,J6866275226,8.368,508624.3,2545838.168,,禅城区,,,, ,XHS,5731931,消防栓,0,8.368, ,榴苑三街河岩幼儿园                                          
253, ,,,,100,,J70564041952,5.351,511816.965,2549674.179,,禅城区,,,, ,XHS,5731326,消防栓,0,5.351, ,文沙路17号门口                                              
254, ,,,,100,,J70564041961,5.127,511801.919,2549573.798,,禅城区,,,, ,XHS,5731327,消防栓,0.8,4.327, ,文沙路160号西侧路口                                         
255, ,,,,100,,J70564141970,2.613,511918.335,2549555.942,,禅城区,,,, ,XHS,5731328,消防栓,0,2.613, ,文庆路田边村311号对面                                       
256, ,,,,100,,J70564142475,3.196,512085.039,2549635.115,,禅城区,,,, ,XHS,5731329,消防栓,0.4,2.796, ,文庆路田边新村30号西侧                                      
257, ,,,,100,,J70564242579,3.182,512163.41,2549580.749,,禅城区,,,, ,XHS,5731330,消防栓,0,3.182, ,文庆路田边新村53号南侧                                      
259, ,,,,100,,J70564242799,3.751,512306.337,2549689.541,,禅城区,,,, ,XHS,5731331,消防栓,0,3.751, ,文庆路田边新村143号东侧路边                                 
260, ,,,,100,,J70564242800,3.623,512311.182,2549594.36,,禅城区,,,, ,XHS,5731332,消防栓,0,3.623, ,文庆路田边新村163号对面                                     
278, ,,,,100,,J70564443963,3.07,512756.506,2549595.977,,禅城区,,,, ,XHS,5731334,消防栓,0,3.07, ,里鱼沙路里鱼沙厂房综合楼                                    
279, ,,,,100,,J70564543984,1.985,512953.31,2549740.299,,禅城区,,,, ,XHS,5731335,消防栓,0,1.985, ,里鱼沙路华冠印染厂东南侧墙边                                
280, ,,,,50,,J70664544016,2.717,513102.655,2549778.337,,禅城区,,,, ,XHS,5731336,消防栓,0,2.717, ,叠南乐庆村26号侧                                            
281, ,,,,50,,J70564544046,2.465,513066.085,2549648.315,,禅城区,,,, ,XHS,5731337,消防栓,0,2.465, ,叠南乐庆村乐庆村文化室门口对面                              
282, ,,,,50,,J70564544049,2.438,513046.236,2549591.484,,禅城区,,,, ,XHS,5731338,消防栓,0,2.438, ,叠南桂乐村五巷13号对面                                      
284, ,,,,100,,J705633453,3.594,510004.405,2549551.9,,禅城区,,,, ,XHS,5731339,消防栓,0,3.594, ,上沙东街迅达有限公司门口侧                                  
285, ,,,,100,,J7056354547,5.554,510501.622,2549695.879,,禅城区,,,, ,XHS,5731340,消防栓,0,5.554, ,佛罗路天马大厦东侧路口                                      
286, ,,,,100,,J7066324639,5.038,509762.933,2549882.978,,禅城区,,,, ,XHS,5731341,消防栓,0,5.038, ,佛罗路佛山大桥底                                            
287, ,,,,100,,J705633465,3.626,510008.57,2549584.328,,禅城区,,,, ,XHS,5731342,消防栓,0,3.626, ,无                                                          
450, ,,,,65,,J696635B31770,-1.612,510409.027,2547832.815,,禅城区,,,, ,XHS,5731490,消防栓,0,-1.612, ,城门头路下沉广场南侧                                        
563, ,,,,100,,J694638B71217,3.535,511371.114,2547499.917,,禅城区,,,, ,XHS,5731620,消防栓,0,3.535, ,卫国路84号2座南侧                                           
564, ,,,,100,,J694639B71249,3.964,511483.978,2547500.919,,禅城区,,,, ,XHS,5731621,消防栓,0,3.964, ,卫国路星河名居路口                                          
565, ,,,,100,,J694639B71322,4.489,511562.072,2547499.417,,禅城区,,,, ,XHS,5731622,消防栓,0,4.489, ,卫国路第二人民医院大门口侧                                  
566, ,,,,100,,J694639B71327A,4.442,511573.46,2547473.826,,禅城区,,,, ,XHS,5731623,消防栓,0,4.442, ,卫国路23号西北侧                                            
567, ,,,,100,,J694640B71367,4.611,511660.458,2547475.775,,禅城区,,,, ,XHS,5731624,消防栓,0,4.611, ,卫国路市民政局大门口                                        
568, ,,,,100,,J693640B72205,4.665,511855.106,2547301.351,,禅城区,,,, ,XHS,5731625,消防栓,0,4.665, ,                                                            
570, ,,,,100,,J70063264221,3.596,509792.99,2548546.87,,禅城区,,,, ,XHS,5731627,消防栓,0,3.596, ,佛山大道白燕四街16号西侧                                    
571, ,,,,100,,J70063264490,3.14,509683.636,2548681.422,,禅城区,,,, ,XHS,5731628,消防栓,0,3.14, ,张槎四路轻工北7街伟顺实业有限公司北侧                       
573, ,,,,50,,J70064081013,2.725,511655.054,2548635.989,,禅城区,,,, ,XHS,5731630,消防栓,0,2.725, ,舍人前街34号对面                                            
574, ,,,,65,,J6996398104,4.22,511462.716,2548534.154,,禅城区,,,, ,XHS,5731631,消防栓,0,4.22, ,燎原路惺台工公38号                                          
575, ,,,,100,,J6996398119,4.851,511459.107,2548474.925,,禅城区,,,, ,XHS,5731632,消防栓,0,4.851, ,燎原路21号                                                  
576, ,,,,100,,J6996398134,4.542,511602.147,2548421.092,,禅城区,,,, ,XHS,5731633,消防栓,0,4.542, ,燎原路31号南侧                                              
594, ,,,,50,,J70263985041,2.889,511416.087,2549145.298,,禅城区,,,, ,XHS,5731634,消防栓,0,2.889, ,永安路汾水西街62号北侧                                      
595, ,,,,100,,J70263985132,4.255,511379.703,2549062.693,,禅城区,,,, ,XHS,5731635,消防栓,0,4.255, ,永安路长兴街34号门口                                        
596, ,,,,50,,J70363985199,3.134,511429.666,2549225.079,,禅城区,,,, ,XHS,5731636,消防栓,0,3.134, ,升平居季会门口对面                                          
598, ,,,,100,,J70363985520,4.396,511574.059,2549329.932,,禅城区,,,, ,XHS,5731638,弯头,0,4.396, ,永安路34号对面                                              
599, ,,,,100,,J6996408904,4.099,511815.972,2548429.581,,禅城区,,,, ,XHS,5731639,消防栓,0,4.099, ,辽原路63号西南侧                                            
894, ,,,,100,,J6856275267,6.986,508605.264,2545653.089,,禅城区,,,, ,XHS,5731932,消防栓,0,6.986, ,榴苑路三街16座                                              
895, ,,,,100,,J6856275299,6.945,508554.713,2545617.137,,禅城区,,,, ,XHS,5731933,消防栓,0,6.945, ,榴苑路四街18座                                              
896, ,,,,50,,J6856275301,6.301,508551.974,2545615.295,,禅城区,,,, ,XHS,5731934,消防栓,0,6.301, ,表后                                                        
897, ,,,,50,,J6856275310,6.341,508520.738,2545634.194,,禅城区,,,, ,XHS,5731935,消防栓,0,6.341, ,表后                                                        
898, ,,,,50,,J6856275311,6.771,508508.688,2545642.51,,禅城区,,,, ,XHS,5731936,消防栓,0,6.771, ,表后                                                        
899, ,,,,50,,J6856275322,5.96,508478.543,2545662.715,,禅城区,,,, ,XHS,5731937,消防栓,0,5.96, ,表后                                                        
900, ,,,,100,,J6856275341,6.757,508401.896,2545674.704,,禅城区,,,, ,XHS,5731938,消防栓,0,6.757, ,榴苑路10号                                                  
901, ,,,,100,,J6856275399,7.438,508458.932,2545629.927,,禅城区,,,, ,XHS,5731939,消防栓,0,7.438, ,榴苑路四街2座                                               
902, ,,,,100,,J6856275443,7.902,508421.874,2545567.728,,禅城区,,,, ,XHS,5731940,消防栓,0,7.902, ,榴苑路四街5座                                               
904, ,,,,100,,J68762951737,7.431,508899.882,2546060.92,,禅城区,,,, ,XHS,5731941,消防栓,0,7.431, ,石湾盘龙岗贸发部仓库门口                                    
905, ,,,,100,,J68762951830,7.865,508970.724,2546004.449,,禅城区,,,, ,XHS,5731942,消防栓,0,7.865, ,石湾区盘龙岗佛陶集团股份有限公司汽车修理厂门口              
906, ,,,,100,,J68762951838,7.54,509011.109,2546027.77,,禅城区,,,, ,XHS,5731943,消防栓,0,7.54, ,石湾区盘龙岗佛陶集团配件公司仓库侧                          
833, ,,,,100,,J6696432730,6.734,512501.472,2542438.952,,禅城区,,,, ,XHS,5731945,消防栓,0,6.734, ,                                                            
834, ,,,,100,,J6716403104,3.103,511766.097,2542919.101,,禅城区,,,, ,XHS,5731946,消防栓,0,3.103, ,石头村丰源陶瓷磨具厂对面                                    
835, ,,,,100,,J6716393109,2.529,511618.283,2542929.367,,禅城区,,,, ,XHS,5731947,消防栓,0,2.529, ,石头村市皮鞋厂对面                                          
836, ,,,,100,,J674642315,3.471,512337.407,2543455.714,,禅城区,,,, ,XHS,5731948,消防栓,0,3.471, ,港口路利乐华新公司门口对面                                  
837, ,,,,100,,J6726423153,3.597,512312.586,2543105.627,,禅城区,,,, ,XHS,5731949,消防栓,0,3.597, ,石湾区港口路犀马精细化工有限公司北侧                        
838, ,,,,100,,J6726373308,3.858,511134.352,2543082.16,,禅城区,,,, ,XHS,5731950,消防栓,0,3.858, ,                                                            
,,,2013/9/16 11:58,,,,,,486229.9963,2569119.043,,三水区,,,,,XHS,5118565,,0,,,云东海白云路                                                
,,,2013/9/16 9:19,,,,,,486335.0348,2569044.846,,三水区,,,,,XHS,5118566,,0,,,云东海白云路                                                
,,,2013/9/17 8:27,,,,,,486551.0924,2568911.974,,三水区,,,,,XHS,5118568,,0,,,云东海白云路                                                
,,,2013/9/17 8:40,,,,,,486677.1654,2568846.618,,三水区,,,,,XHS,5118569,,0,,,云东海白云路                                                
,,,2013/9/18 9:13,,,,,,486777.9744,2568816.409,,三水区,,,,,XHS,5118570,,0,,,云东海白云路                                                
,,,2013/9/18 10:23,,,,,,486998.4278,2568839.935,,三水区,,,,,XHS,5118572,,0,,,云东海白云路                                                
,,,2013/9/18 10:33,,,,,,487143.8896,2568860.418,,三水区,,,,,XHS,5118573,,0,,,云东海白云路                                                
20, ,,,,100,,J69764313649,3.094,512447.181,2547972.87,,禅城区,,,, ,XHS,5731170,消防栓,0,3.094, ,大围街25号之一侧对面                                        
21, ,,,,100,,J69764313769,3.15,512421.003,2548103.266,,禅城区,,,, ,XHS,5731171,消防栓,0,3.15, ,大围街省元巷56号3座西侧                                     
22, ,,,,100,,J69764313937,3.12,512545.687,2548071.583,,禅城区,,,, ,XHS,5731172,消防栓,0,3.12, ,大围街市环隆丝绸印染有限公司大门对面                        
23, ,,,,100,,J69764413955,2.928,512634.114,2548096.981,,禅城区,,,, ,XHS,5731173,消防栓,0,2.928, ,朝安路大围街朝一队工业区A座东南侧                           
25, ,,,,100,,J69864514004,3.275,512880.977,2548221.148,,禅城区,,,, ,XHS,5731174,消防栓,0,3.275, ,朝安北路朝东工业新村1号对面(金马制衣厂对面)                 
26, ,,,,100,,J69364314279,3.067,512612.28,2547304.72,,禅城区,,,, ,XHS,5731175,消防栓,0,3.067, ,大塘涌63号2座                                               
27, ,,,,100,,J69664214336,4.822,512284.062,2547913.14,,禅城区,,,, ,XHS,5731176,消防栓,0,4.822, ,石角塘边佛山十中路口对面                                    
28, ,,,,100,,J69764114610,3.649,512018.118,2548056.996,,禅城区,,,, ,XHS,5731177,消防栓,0,3.649, ,市东下路26号对面                                            
29, ,,,,100,,J69864114644,3.379,512023.773,2548317.078,,禅城区,,,, ,XHS,5731178,消防栓,0,3.379, ,市东下路太平庄路口                                          
30, ,,,,100,,J69864114734,3.511,511917.314,2548321.379,,禅城区,,,, ,XHS,5731179,消防栓,0,3.511, ,市东下路太平庄8号西侧                                       
31, ,,,,100,,J69864114794,2.632,512021.847,2548201.739,,禅城区,,,, ,XHS,5731180,消防栓,0,2.632, ,市东下路佛山市新鸿房地产开发公司对面                        
32, ,,,,100,,J69664114906,4.284,512012.441,2547903.637,,禅城区,,,, ,XHS,5731181,消防栓,0,4.284, ,建新东路口侧                                                
451, ,,,,65,,J696635B31774,-1.612,510449.479,2547836.46,,禅城区,,,, ,XHS,5731491,消防栓,0,-1.612, ,城门头路下沉广场东侧                                        
452, ,,,,65,,J696635B31778,-1.632,510446.735,2547790.201,,禅城区,,,, ,XHS,5731492,消防栓,0,-1.632, ,城门头路下沉广场                                            
389, ,,,,100,,J689636B21566,3.277,510816.936,2546465.861,,禅城区,,,, ,XHS,5731493,消防栓,0,3.277, ,同华二路鸿业市场北门侧                                      
390, ,,,,100,,J689636B21569,3.258,510802.216,2546479.188,,禅城区,,,, ,XHS,5731494,消防栓,0,3.258, ,同华二路鸿业市场西北侧                                      
391, ,,,,100,,J689636B21622,3.299,510676.863,2546429.087,,禅城区,,,, ,XHS,5731495,消防栓,0,3.299, ,同华西二路10号东侧                                          
392, ,,,,100,,J689636B21661,3.363,510778.179,2546478.937,,禅城区,,,, ,XHS,5731496,消防栓,0,3.363, ,同华路省交通技工学校运动场东北侧                            
393, ,,,,100,,J688636B21701,3.186,510804.898,2546274.133,,禅城区,,,, ,XHS,5731497,消防栓,0,3.186, ,同华路新发实业总公司门口                                    
394, ,,,,100,,J688636B21726,3.117,510827.449,2546327.631,,禅城区,,,, ,XHS,5731498,消防栓,0,3.117, ,同华路14号2座中国银行侧                                     
395, ,,,,100,,J688637B21795,1.871,510912.98,2546274.968,,禅城区,,,, ,XHS,5731499,消防栓,0,1.871, ,同华东五街8号侧                                             
396, ,,,,100,,J692636B2181,2.094,510686.535,2546986.666,,禅城区,,,, ,XHS,5731500,消防栓,0,2.094, ,体育区同济路37号西侧体育路边                                
397, ,,,,100,,J688637B21868,3.043,510959.458,2546267.19,,禅城区,,,, ,XHS,5731501,消防栓,0,3.043, ,同华东五街9号侧                                             
398, ,,,,100,,J688636B21923,3.089,510797.606,2546225.899,,禅城区,,,, ,XHS,5731502,消防栓,0,3.089, ,同华路同济二区汽化站西侧                                    
400, ,,,,100,,J688637B21955,3.186,511026.189,2546257.262,,禅城区,,,, ,XHS,5731503,消防栓,0,3.186, ,同华东五街12号东南侧                                        
401, ,,,,100,,J688635B22066,3.193,510588.876,2546251.206,,禅城区,,,, ,XHS,5731504,消防栓,0,3.193, ,南华一街3号1座东侧                                          
402, ,,,,100,,J689635B22288,3.307,510527.18,2546493.449,,禅城区,,,, ,XHS,5731505,消防栓,0,3.307, ,同华西五街4号东侧                                           
342, ,,,,100,,J69163263300,3.785,509746.885,2546854.393,,禅城区,,,, ,XHS,5731507,消防栓,0,3.785, ,佛山大道南路329号侧                                         
343, ,,,,100,,J691632636S68,3.658,509662.378,2546753.944,,禅城区,,,, ,XHS,5731508,消防栓,0,3.658, ,                                                            
601, ,,,,100,,J70063891026,5.454,511148.993,2548616.244,,禅城区,,,, ,XHS,5731641,消防栓,0,5.454, ,莲花路莲花阁7号对面                                         
602, ,,,,50,,J70063791386,3.926,511062.99,2548574.522,,禅城区,,,, ,XHS,5731642,消防栓,0,3.926, ,莲花路美里33号侧                                            
603, ,,,,50,,J70063791876,3.102,510973.076,2548605.665,,禅城区,,,, ,XHS,5731643,消防栓,0,3.102, ,莲花路沙塘坊51号梯口侧                                      
604, ,,,,100,,J70063791957,3.855,511001.659,2548730.188,,禅城区,,,, ,XHS,5731644,消防栓,0,3.855, ,莲花路快子大厦东侧                                          
605, ,,,,100,,J70063792012,4.095,511037.73,2548693.306,,禅城区,,,, ,XHS,5731645,消防栓,0,4.095, ,莲花路岭南坊对面                                            
606, ,,,,100,,J70163892015,5.153,511278.36,2548759.627,,禅城区,,,, ,XHS,5731646,消防栓,0,5.153, ,公正路26号南侧                                              
607, ,,,,40,,J70163892090,4.113,511211.524,2548847.447,,禅城区,,,, ,XHS,5731647,消防栓,0,4.113, ,大新街52号东侧                                              
608, ,,,,100,,J70163892693,4.823,511329.972,2548838.938,,禅城区,,,, ,XHS,5731648,消防栓,0,4.823, ,公正路新华书店对面                                          
610, ,,,,100,,J70163793297,3.746,511021.953,2548771.646,,禅城区,,,, ,XHS,5731650,消防栓,0,3.746, ,莲花路１12号信箱侧                                          
611, ,,,,100,,J70163793309,3.355,511005.155,2548811.87,,禅城区,,,, ,XHS,5731651,消防栓,0,3.355, ,松风路80号南侧                                              
612, ,,,,100,,J70163793449,4.123,510879.875,2548818.113,,禅城区,,,, ,XHS,5731652,消防栓,0,4.123, ,莲花路228号北侧                                             
613, ,,,,100,,J70163793558,4.113,511037.456,2548895.073,,禅城区,,,, ,XHS,5731653,消防栓,0,4.113, ,整路无法查                                                  
808, ,,,,100,,J67363314,5.586,510070.992,2543238.106,,禅城区,,,, ,XHS,5731806,消防栓,0,5.586, ,澜石二马路雅兰村西四巷1号对面                               
809, ,,,,100,,J6726331501,7.2,510118.445,2543028.275,,禅城区,,,, ,XHS,5731807,消防栓,0,7.2, ,前进三街一巷1号侧                                           
810, ,,,,100,,J6716341593,5.548,510199.77,2542758.273,,禅城区,,,, ,XHS,5731808,消防栓,0,5.548, ,汾江南路12号铺对面                                          
812, ,,,,100,,J6706351685,6.708,510492.678,2542664.423,,禅城区,,,, ,XHS,5731809,消防栓,0,6.708, ,金澜南路澜石水暖器材厂门口                                  
813, ,,,,50,,J66963316978,5.479,510092.634,2542351.284,,禅城区,,,, ,XHS,5731810,消防栓,0,5.479, ,                                                            
841, ,,,,100,,J6726383356,3.962,511383.268,2543014.727,,禅城区,,,, ,XHS,5731951,消防栓,0,3.962, ,石湾区金澜南路华丰电脑绣花制衣厂侧                          
845, ,,,,100,,J6736353612,4.324,510610.927,2543180.151,,禅城区,,,, ,XHS,5731954,消防栓,0,4.324, ,澜石二马路二巷1号对面                                       
846, ,,,,100,,J6726363616,4.373,510726.104,2543139.805,,禅城区,,,, ,XHS,5731955,消防栓,0,4.373, ,澜石二路黎出租屋571号对面                                   
848, ,,,,100,,J671642365,3.421,512327.673,2542932.728,,禅城区,,,, ,XHS,5731956,消防栓,0,3.421, ,港口路弹簧开发有限公司南侧                                  
849, ,,,,100,,J6736353650,4.742,510489.732,2543195.041,,禅城区,,,, ,XHS,5731957,消防栓,0,4.742, ,澜石二马路七巷3号对面                                       
850, ,,,,100,,J6736343654,4.997,510401.032,2543205.922,,禅城区,,,, ,XHS,5731958,消防栓,0,4.997, ,澜石二马路东头大涌                                          
973, ,,,,100,,J683622755,12.381,507255.716,2545255.095,,禅城区,,,, ,XHS,5731959,消防栓,0,12.381, ,                                                            
974, ,,,,100,,J684622781,6.887,507210.644,2545347.466,,禅城区,,,, ,XHS,5731960,消防栓,0,6.887, ,石湾镇政府对面                                              
976, ,,,,100,,J6846217158,6.923,507137.157,2545395.612,,禅城区,,,, ,XHS,5731962,消防栓,0,6.923, ,石湾区忠信路41号前                                          
977, ,,,,100,,J6846217246,6.725,507043.04,2545435.317,,禅城区,,,, ,XHS,5731963,消防栓,0,6.725, ,石湾区忠信路90号对面                                        
978, ,,,,100,,J6846207311,6.937,506870.821,2545506.813,,禅城区,,,, ,XHS,5731964,消防栓,0,6.937, ,石湾区忠信路104号对面                                       
979, ,,,,100,,J6856207346,6.807,506847.889,2545613.371,,禅城区,,,, ,XHS,5731965,消防栓,0,6.807, ,海口大道路海口陶瓷厂对面                                    
