消防栓编号,施工地址或工程编号,工程编号,安装日期,所属公司,消防栓口径,样式,本点号,地面高程,横坐标,纵坐标,管理单位,所属区县,录入人员,录入时间,目前状况,备注,设备类别,关键字,设备类型,埋设深度,管顶高程,材质,所在道路
2250, ,,,,150,,J716644JX158,1.808,512655.129,2551849.331,,禅城区,,,, ,XHS,5733419,消防栓,-0.7,2.508, ,                                                            
1252, ,,,,100,,J687637J0007,2.498,511113.685,2545989.225,,禅城区,,,, ,XHS,5732259,消防栓,-0.41,2.91, ,华远北路4号门口                                             
1591, ,,2001/3/3,,0,,Jbq17367,0,513969.169,2543582.257,,禅城区,,,,消防栓,XHS,5732659, ,0,2.22, ,                                                            
1597, ,,2001/5/14,,0,,Jzc07220,0,507516.819,2548691.735,,禅城区,,,,消防栓,XHS,5732665, ,0,5.36, ,                                                            
1604, ,,2001/5/14,,0,,Jzc16823,0,507616.669,2547363.78,,禅城区,,,,消防栓,XHS,5732671, ,0,2.76, ,                                                            
1765, ,,2002/1/10,,0,,Jzq05017,0,512014.775,2548743.802,,禅城区,,,, 消防栓,XHS,5732677, ,0,1.95, ,                                                            
1771, ,,1997/6/9,,0,,Jzq05834,0,511555.688,2548379.804,,禅城区,,,,消防栓,XHS,5732683, ,0,2.97, ,                                                            
1705, ,,2000/9/20,,0,,Jzq0553,0,510812.441,2548346.076,,禅城区,,,,消防栓,XHS,5733030, ,0,0, ,                                                            
1759, ,,2002/9/2,,0,,Jzq07028,0,511918.223,2548158.608,,禅城区,,,, 消防栓,XHS,5733035, ,0,2.91, ,                                                            
1477, ,,,,100,,J693631JX1892001-石?,2.492,509565.461,2547210.613,,禅城区,,,, ,XHS,5733041,消防栓,0.3,2.192, ,                                                            
1961, ,,2002/9/15,,0,,Jt06372,0,510370.806,2545766.322,,禅城区,,,,消防栓,XHS,5733047, ,0,2.01, ,                                                            
2260, ,,,,100,,J716643JX719,2.64,512527.175,2551783.494,,禅城区,,,, ,XHS,5733429,消防栓,-0.75,3.39, ,                                                            
2267, ,,,,100,,J714643JX1281,2.231,512380.937,2551499.742,,禅城区,,,, ,XHS,5733435,消防栓,-0.8,3.031, ,                                                            
2576, ,,2005/1/26,,0,,Jdq05545,0,513322.224,2547402.078,,禅城区,,,,消防栓,XHS,5733441, ,0,1.96, ,朝安路东侧果房农民公寓西区                                  
2583,2006-维修-028,,2006/7/18,,100,,J2006W028GX6,3.96,511462.179,2548784.24,,禅城区,,,, ,XHS,5733447,消防栓,-0.7,4.66, ,                                                            
1338, ,,,,100,,J685636J0065,2.526,510767.188,2545575.945,,禅城区,,,, ,XHS,5732298,消防栓,-0.65,3.18, ,平远直街15号                                                
24, ,,,,100,,J683594J171,4.44,501972.416,2545013.898,,南庄区,,,,,XHS,5937690,消防栓,-0.75,5.19, ,                                                            
25, ,,,,100,,J683594J180,3.42,501973.69,2545067.608,,南庄区,,,,,XHS,5937691,消防栓,-0.75,4.17, ,                                                            
26, ,,,,100,,J683594J187,3.276,502124.196,2545013.687,,南庄区,,,,,XHS,5937692,消防栓,-0.75,4.026, ,                                                            
27, ,,,,100,,J683594J193,2.975,502125.796,2545067.237,,南庄区,,,,,XHS,5937693,消防栓,-0.75,3.725, ,                                                            
28, ,,,,100,,J683594J200,2.886,502264.933,2545010.277,,南庄区,,,,,XHS,5937694,消防栓,-0.75,3.636, ,                                                            
29, ,,,,100,,J683594J209,3.021,502264.411,2545070.806,,南庄区,,,,,XHS,5937695,消防栓,-0.75,3.771, ,                                                            
31, ,,,,100,,J682603J6,3.021,502628.84,2545013.644,,南庄区,,,,,XHS,5937697,消防栓,-0.75,3.771, ,                                                            
32, ,,,,100,,J673613J24,3.866,504885.724,2543366.028,,南庄区,,,,,XHS,5937698,消防栓,-0.75,4.616, ,                                                            
33, ,,,,100,,J673613J40,4.574,504966.104,2543606.47,,南庄区,,,,,XHS,5937699,消防栓,-0.75,5.324, ,                                                            
34, ,,,,100,,J673613J58,5.454,504980.751,2543884.59,,南庄区,,,,,XHS,5937700,消防栓,-0.75,6.204, ,                                                            
36, ,,,,100,,J672608J25,5.156,503783.089,2543051.341,,南庄区,,,,,XHS,5937702,消防栓,-0.75,5.906, ,                                                            
38, ,,,,100,,J673609J9,5.605,504034.506,2543121.687,,南庄区,,,,,XHS,5937703,消防栓,-0.75,6.355, ,                                                            
39, ,,,,100,,J673609J31,3.383,504115.961,2543174.547,,南庄区,,,,,XHS,5937704,消防栓,-0.75,4.133, ,                                                            
41, ,,,,100,,J672610J12,4.783,504285.283,2543028.385,,南庄区,,,,,XHS,5937705,消防栓,-0.75,5.533, ,                                                            
44, ,,,,100,,J672612J62,5.037,504759.601,2542915.569,,南庄区,,,,,XHS,5937708,消防栓,-0.7,5.737, ,                                                            
45, ,,,,100,,J672613J3,4.785,504975.118,2542921.046,,南庄区,,,,,XHS,5937709,消防栓,-0.75,5.535, ,                                                            
46, ,,,,100,,J672613J15,4.796,505120.698,2542964.704,,南庄区,,,,,XHS,5937710,消防栓,-0.75,5.546, ,                                                            
47, ,,,,100,,J672615J12,4.799,505434.747,2542980.309,,南庄区,,,,,XHS,5937711,消防栓,-0.8,5.599, ,                                                            
48, ,,,,100,,J672615J37,5.123,505532.883,2542951.181,,南庄区,,,,,XHS,5937712,消防栓,-0.7,5.823, ,                                                            
50, ,,,,100,,J672616J18,4.81,505684.607,2543008.292,,南庄区,,,,,XHS,5937714,消防栓,-0.8,5.61, ,                                                            
51, ,,,,100,,J672616J34,3.61,505675.26,2543275.18,,南庄区,,,,,XHS,5937715,消防栓,-0.75,4.36, ,                                                            
1796, ,,2002/5/14,,0,,Jdq09048,0,512260.785,2546604.258,,禅城区,,,,消防栓,XHS,5732706, ,0,0, ,                                                            
500, ,,,,100,,J692634B4260,2.091,510373.32,2547131.101,,禅城区,,,, ,XHS,5733066,消防栓,0,2.091, ,金城街10号北侧                                              
839, ,,,,100,,J6726373318,4.315,510957.891,2542968.234,,禅城区,,,, ,XHS,5733074,消防栓,0,4.315, ,                                                            
2590,2005-石湾-0456,,2005/10/15,,100,,J2005SW0456GX12,2.6,512148.065,2544008.378,,禅城区,,,, ,XHS,5733454,消防栓,-0.75,3.35, ,                                                            
2896, ,,2007/10/18,,100,,J07-1420GX6,4.362,508225.4,2545980.097,,禅城区,,,, ,XHS,5733460,消防栓,-0.7,5.062, ,                                                            
2909, ,,1980/1/1,,100,,J2009-0565GX778,3.555,513969.162,2547318.758,,禅城区,,,, ,XHS,5733466,消防栓,-0.7,4.255, ,                                                            
2917, ,,1980/1/1,,100,,J2008-0001GX130,1.539,513601.786,2551400.349,,禅城区,,,, ,XHS,5733473,消防栓,-0.7,2.239, ,                                                            
1399, ,,,,100,,J688653J0018,2.285,514893.619,2546237.248,,禅城区,,,, ,XHS,5732341,消防栓,-0.83,3.13, ,季华七路南都娱乐城对面                                      
1829, ,,2002/1/30,,0,,Jbq09323,0,512784.853,2544413.674,,禅城区,,,,消防栓,XHS,5732716, ,0,2.4, ,                                                            
1835, ,,2002/3/19,,0,,Jt07559,0,510854.918,2545682.414,,禅城区,,,,消防栓,XHS,5732722, ,0,1.52, ,                                                            
1844, ,,,,100,,J02PJ0251G6,2.24,512844.068,2546199.858,,禅城区,,,, ,XHS,5732728,消防栓,-0.7,2.94, ,                                                            
1849, ,,,,100,,J2003SW162G12,5.135,508357.585,2546475.248,,禅城区,,,, ,XHS,5732733,消防栓,-0.6,5.735, ,                                                            
1856, ,,,,100,,J2002ZM0523G12,2.49,509941.457,2546972.543,,禅城区,,,, ,XHS,5732739,消防栓,0.8,1.69, ,                                                            
1361, ,,,,100,,J690639J0134,3.141,511480.929,2546661.446,,禅城区,,,, ,XHS,5733085,消防栓,-0.75,3.89, ,金鱼街89号东被侧                                            
2974, ,,1980/1/1,,100,,J722624J23,2.789,507699.718,2553005.062,,禅城区,,,, ,XHS,5733093,消防栓,-0.7,2.579, ,                                                            
274, ,,,,100,,J655603J352,3.327,502333.241,2538735.671,,南庄区,,,,,XHS,5937803,消防栓,-0.7,4.027, ,                                                            
276, ,,,,100,,J655603J370,3.33,502304.659,2538965.937,,南庄区,,,,,XHS,5937804,消防栓,-0.7,4.03, ,                                                            
277, ,,,,100,,J655603J380,3.336,502289.361,2539091.126,,南庄区,,,,,XHS,5937805,消防栓,-0.7,4.036, ,                                                            
278, ,,,,100,,J655603J402,3.623,502691.696,2538365.719,,南庄区,,,,,XHS,5937806,消防栓,-0.7,4.323, ,                                                            
279, ,,,,100,,J655603J410,3.632,502703.3,2538242.863,,南庄区,,,,,XHS,5937807,消防栓,-0.7,4.332, ,                                                            
2529, ,,2006/6/6,,100,,J2004JJ0158G101,0,504698.25,2546023.245,,禅城区,,,, ,XHS,5733278,消防栓,0,2.15, ,                                                            
2530, ,,2006/6/6,,100,,J2004JJ0158G112,0,504697.729,2546073.369,,禅城区,,,, ,XHS,5733279,消防栓,0,2.57, ,                                                            
2531, ,,2006/6/6,,100,,J2004JJ0158G136,0,504883.68,2546025.528,,禅城区,,,, ,XHS,5733280,消防栓,0,3.44, ,                                                            
2835,2005-石湾-0115,,2007/11/27,,100,,J2005SW0115G94,0,510973.785,2544469.669,,禅城区,,,, ,XHS,5733282,消防栓,0,2.87, ,                                                            
2836,2005-石湾-0115,,2007/11/27,,100,,J2005SW0115G170,0,511038.187,2544285.111,,禅城区,,,, ,XHS,5733283,消防栓,0,3.07, ,                                                            
2837,2007-维修-0063,,2007/9/10,,100,,J2007W0063GX4,7.2,507870.774,2545363.085,,禅城区,,,, ,XHS,5733284,消防栓,-1,8.2, ,                                                            
2838,2007-维修-0062,,2007/9/10,,100,,J2007W0062GX6,5.74,507932.038,2545594.242,,禅城区,,,, ,XHS,5733285,消防栓,-0.7,6.44, ,                                                            
2839,2008-维修-0009,,2008/2/27,,100,,J2008W0009GX3,8.85,507666.997,2545391.333,,禅城区,,,, ,XHS,5733286,消防栓,-0.7,9.55, ,                                                            
2841,2008-维修-0015,,2008/2/27,,100,,J2008W0015GX10,7.13,507405.039,2545113.763,,禅城区,,,, ,XHS,5733288,消防栓,-0.7,7.83, ,                                                            
2842,2008-维修-0015,,2008/2/27,,100,,J2008W0015GX15,8.56,507470.653,2545209.147,,禅城区,,,, ,XHS,5733289,消防栓,-0.7,9.26, ,                                                            
2843,2008-维修-0003,,2008/1/9,,100,,J2008W0003GX6,2.56,511046.676,2549109.444,,禅城区,,,, ,XHS,5733290,消防栓,0.3,2.26, ,                                                            
2845,2008-维修-0017,,2008/2/27,,100,,J2008W0017GX5,8.26,508268.657,2544492.869,,禅城区,,,, ,XHS,5733291,消防栓,-0.7,8.96, ,                                                            
2846,2008-维修-0018,,2008/2/27,,100,,J2008W0018GX4,7.68,508208.635,2544192.993,,禅城区,,,, ,XHS,5733292,消防栓,-0.7,8.38, ,                                                            
2848,2008-维修-0010,,2008/2/27,,100,,J2008W0010GX6,2.19,510243.021,2547518.677,,禅城区,,,, ,XHS,5733294,消防栓,-0.7,2.89, ,                                                            
2849,2008-维修-0011,,2008/2/27,,100,,J2008W0011GX8,3.06,511526.119,2548673.249,,禅城区,,,, ,XHS,5733295,消防栓,-0.7,3.76, ,                                                            
2851,2008-维修-0012,,2008/2/27,,100,,J2008W0012GX4,2.43,511120.93,2547237.09,,禅城区,,,, ,XHS,5733297,消防栓,-1,3.43, ,                                                            
1217, ,,,,100,,J681636J0860,3.339,510818.42,2544848.967,,禅城区,,,, ,XHS,5732185,消防栓,-0.58,3.92, ,惠景二街20号                                                
329, ,,,,100,,J656606J284,3.512,504712.784,2540000.375,,南庄区,,,,,XHS,5938026,消防栓,-0.7,4.212, ,                                                            
330, ,,,,100,,J656606J304,4.318,504596.738,2539948.799,,南庄区,,,,,XHS,5938027,消防栓,-0.7,5.018, ,                                                            
331, ,,,,100,,J656606J344,3.61,504455.817,2539888.463,,南庄区,,,,,XHS,5938028,消防栓,-0.7,4.31, ,                                                            
332, ,,,,100,,J656606J378,4.588,504217.303,2539819.111,,南庄区,,,,,XHS,5938029,消防栓,-0.7,5.288, ,                                                            
334, ,,,,100,,J656606J427,3.49,504074.961,2539541.308,,南庄区,,,,,XHS,5938030,消防栓,-0.7,4.19, ,                                                            
335, ,,,,100,,J652597J22,3.126,501010.587,2538872.049,,南庄区,,,,,XHS,5938031,消防栓,-0.7,3.826, ,                                                            
336, ,,,,100,,J682604J5,2.897,502402.86,2545070.739,,南庄区,,,,,XHS,5938032,消防栓,-0.75,3.647, ,                                                            
337, ,,,,100,,J682604J13,2.902,502404.267,2545010.321,,南庄区,,,,,XHS,5938033,消防栓,-0.75,3.652, ,                                                            
